case_id,variant_id,level,agent_variant,run_id,claim_id,claim_type,agent_claim,cited_evidence,confidence,what_would_falsify_this_claim,verbatim_quote,source_section,raw_output_file,notes
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL001,Causal (under assumptions A1–A7),Making add-on charges visible at the point of choice reduces (or changes) quantity demanded for treated products.,DiD estimate \(\hat{\beta}\) on treated products; event-study coefficients \(\hat{\beta}_k\) for \(k \geq 0\),Moderate to High,\(\hat{\beta}\) not statistically distinguishable from zero; event-study shows no clear break at treatment,Making add-on charges visible at the point of choice reduces (or changes) quantity demanded for treated products.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL002,Causal mechanism,The demand effect is driven by visibility rather than by a change in the economic price.,Price controls in regression; constant add-on charge rate verified; \(\hat{\beta}\) remains significant after controlling for \(Price_{it}\),Moderate,\(\hat{\beta}\) becomes insignificant when actual price is included; charge rate changed during intervention,The demand effect is driven by visibility rather than by a change in the economic price.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL003,Descriptive / diagnostic,Treated and untreated cells followed parallel demand trends before the intervention.,Pre-period event-study coefficients \(\hat{\beta}_k \approx 0\) for \(k < 0\); joint F-test fails to reject,As reported by test power,Significant pre-trend coefficients; joint F-test rejects; visual pre-trend divergence,Treated and untreated cells followed parallel demand trends before the intervention.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL004,Descriptive,The demand effect persists (or decays) over time.,"Event-study dynamics \(\hat{\beta}_k\) for \(k = 0, 1, \dots, L\)",Moderate,Wide confidence intervals prevent distinguishing persistence from decay,The demand effect persists (or decays) over time.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL005,Descriptive / suggestive of mechanism,Consumers substitute from treated to untreated products.,Secondary outcome: demand in adjacent untreated categories increases after treatment,Low to Moderate,No detectable change in adjacent-category demand,Consumers substitute from treated to untreated products.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL006,Descriptive / robustness,The estimated effect is not driven by a single store or category.,Leave-one-out estimates remain stable; no single cluster dominates the Goodman-Bacon decomposition,Moderate to High,Effect disappears when one store or category is dropped,The estimated effect is not driven by a single store or category.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL007,Descriptive / suggestive of mechanism,The effect is larger for products where the add-on charge is a larger share of the shelf price.,Significant interaction \(D_{it} \times ChargeShare_i\),Low to Moderate (exploratory),Interaction coefficient near zero; opposite sign,The effect is larger for products where the add-on charge is a larger share of the shelf price.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL008,Descriptive / robustness,The estimated effect is not an artifact of staggered timing.,Callaway-Sant'Anna or Sun-Abraham estimates are similar to static TWFE; Goodman-Bacon decomposition shows limited problematic comparisons,Moderate to High,Alternative estimators produce substantially different estimates,The estimated effect is not an artifact of staggered timing.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL009,Causal mechanism (partial),"The effect reflects the visibility display, not contemporaneous promotions.",\(\hat{\beta}\) is stable with and without promotion controls; no differential promotion timing at treatment,Moderate,\(\hat{\beta}\) changes substantially when promotions are added; promotions spike at treatment boundary,"The effect reflects the visibility display, not contemporaneous promotions.",Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level2,level2,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL010,Logical claim,The effect is specific to the short-to-medium run and cannot be extrapolated to long-run equilibrium.,Logical / design constraint,High,"N/A (this is a statement of limitation, not a testable empirical claim about the data)",The effect is specific to the short-to-medium run and cannot be extrapolated to long-run equilibrium.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level2_openclaw_RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL001,Causal (under assumptions A1–A7),Making the add-on charge visible at the point of choice reduces demand for treated products.,Estimated \( \beta \) coefficient from DiD specification on log quantity sold; event-study plot showing a drop at \( k = 0 \) relative to \( k = -1 \).,Moderate to high if all-in price is verified constant and pre-trends are parallel. Low if these checks fail.,Null or positive DiD coefficient; event-study shows no discontinuity at the intervention date.,Making the add-on charge visible at the point of choice reduces demand for treated products.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL002,Mechanism (salience vs. price),The demand response is driven by salience rather than by an actual price change.,The all-in price paid does not change at the intervention date; controlling for actual price does not attenuate the DiD coefficient.,"Moderate — requires the add-on charge to be separately observable in the data and demonstrably unchanged. Without separate price components, this claim cannot be made.",The all-in price or the add-on component differs between pre- and post-periods; or the DiD coefficient shrinks substantially when actual price is controlled.,The demand response is driven by salience rather than by an actual price change.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL003,Diagnostic,Pre-existing trends do not explain the estimated effect.,Pre-treatment event-study coefficients (\( k < 0 \)) are individually and jointly indistinguishable from zero; placebo timing test yields null results.,High for the pre-period; moderate for the counterfactual post-period trend.,Non-zero pre-trend coefficients or significant placebo-timing estimates.,Pre-existing trends do not explain the estimated effect.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL004,Diagnostic,The estimated effect is not driven by differential selection of treated categories.,Falsification test showing pre-intervention covariates do not predict treatment assignment. Consistency of estimates across cross-store and within-store control groups.,Moderate — can rule out selection on observables; cannot rule out selection on unobserved time-varying confounders.,Pre-intervention covariates strongly predict treatment assignment; estimates differ substantially across control group constructions.,The estimated effect is not driven by differential selection of treated categories.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL005,Descriptive / correlational,Substitution or attention spillover to untreated products exists.,DiD estimates using untreated product categories in treated stores as outcomes are non-zero.,Moderate — non-zero estimates on untreated products are consistent with spillover but could also reflect common shocks not absorbed by fixed effects.,Null estimates on untreated product outcomes in treated stores.,Substitution or attention spillover to untreated products exists.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL006,Mechanism (quantity vs. revenue decomposition),The effect operates on quantity rather than only on revenue.,"Separate DiD estimates for quantity and revenue; if quantity falls but revenue does not (because price per unit is unchanged), the effect is on volume.",High — directly testable in the transaction data.,"Revenue moves proportionally with price changes, or revenue falls by the same percentage as quantity without price changes.",The effect operates on quantity rather than only on revenue.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL007,Robustness,The estimated effect is not driven by a few outlier categories or time periods.,"Leave-one-out sensitivity analysis; estimates are stable when any single store, category, or time period is excluded.",High — directly testable.,Coefficient changes sign or loses significance when a single unit is removed.,The estimated effect is not driven by a few outlier categories or time periods.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,level3,level3,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL008,Descriptive / caveat,The effect reflects short-run salience and may not persist.,The treatment effect estimate is based on the intervention window only; formal persistence cannot be tested without longer follow-up.,Low for persistence claims — explicitly limited by data.,Cannot be falsified or verified with available data; a longer panel is needed.,The effect reflects short-run salience and may not persist.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_level3_openclaw_RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL001,**Descriptive**,Making the add-on charge visible was associated with a change in demand for treated products relative to untreated products.,"DiD coefficient *β̂*, pre-post trends, event-study plot.",Moderate-High,*β̂* is near zero with tight confidence intervals; event-study shows no discontinuity at intervention.,Making the add-on charge visible was associated with a change in demand for treated products relative to untreated products.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL002,**Causal (mechanism)**,The demand response reflects salience rather than an actual price change.,Test that the all-in price is unchanged at the intervention date; control for actual price in regression.,Low-Moderate,All-in price changes significantly at the intervention date for treated products.,The demand response reflects salience rather than an actual price change.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL003,**Diagnostic**,Pre-intervention trends were parallel between treated and untreated categories.,Event-study coefficients *β_k* for *k < 0* are not significantly different from zero; joint F-test.,Moderate,Any pre-period event-study coefficient is significantly different from zero; joint F-test rejects.,Pre-intervention trends were parallel between treated and untreated categories.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL004,**Partial identification**,The DiD estimate provides a lower bound on the salience effect.,Theoretical argument under the assumption that substitution flows from treated to untreated products.,Low,"Substitution flows in the opposite direction (e.g., treatment increases demand for treated products AND untreated complements); or the direction is ambiguous.",The DiD estimate provides a lower bound on the salience effect.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL005,**Exploratory**,Demand response is larger for products with larger add-on charges.,Interaction of *Treated × Post* with add-on charge magnitude.,Low,Interaction coefficient is near zero or wrong-signed.,Demand response is larger for products with larger add-on charges.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL006,**Robustness**,The effect is not driven by a single category or product.,Leave-one-out estimates remain stable.,Moderate,Excluding one category materially changes *β̂*.,The effect is not driven by a single category or product.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL007,**Robustness**,The effect is not an artifact of the chosen time window.,Estimates are stable across varying window lengths.,Moderate,Estimates change sign or significance with different window choices.,The effect is not an artifact of the chosen time window.,Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C008,perturbed,perturbed,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL008,**Not supported**,"Results generalize to other stores, markets, or settings.",None available (single-store design).,N/A,N/A — this claim cannot be made.,"Results generalize to other stores, markets, or settings.",Claim-Evidence Table,outputs/raw_agent_logs/main/C008_perturbed_openclaw_RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL001,Causal (randomized),The early small offer increases adoption relative to no offer,ITT estimate β₁: T1 vs. C adoption difference,High,β₁ ≈ 0; cannot reject null of no effect,The early small offer increases adoption relative to no offer,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL002,Causal (randomized),Early timing matters independently of offer value,Contrast ψ_timing = β₁ − β₂ > 0; T1 and T2 have identical content except timing,Moderate to high (subject to liquidity confound),β₁ ≈ β₂; early and late identical offers produce same adoption,Early timing matters independently of offer value,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL003,Causal (randomized),The effect is not purely a reminder/salience effect,β₁ > β₃ (early offer beats early reminder) and β₃ ≈ 0 (reminder alone does nothing),Moderate to high,β₁ ≈ β₃; reminder alone achieves same adoption increase as the full offer,The effect is not purely a reminder/salience effect,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL004,Causal (randomized),A larger late subsidy does not outperform the early small offer,β₄ ≤ β₁,Moderate to high,"β₄ > β₁; larger late price cut beats early small offer, suggesting static price sensitivity dominates",A larger late subsidy does not outperform the early small offer,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL005,Mechanism inference (pattern-based),The pattern is consistent with procrastination/present-bias,"Joint pattern: β₁ > β₂ (timing matters), β₃ ≈ 0 (not just salience), β₄ ≤ β₁ (not just static price sensitivity)",Moderate,Any single contrast fails; the joint pattern is inconsistent,The pattern is consistent with procrastination/present-bias,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL006,Mechanism inference (pattern-based),The pattern is definitively present-bias rather than liquidity dissipation,"No single contrast uniquely separates these; the T4 test (if late liquidity binds, T4 should not outperform T2) and liquidity heterogeneity provide suggestive evidence",Low,The data cannot definitively rule out liquidity dissipation,The pattern is definitively present-bias rather than liquidity dissipation,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL007,Mechanism inference,Early offer improves intention-to-action conversion,λ > 0 in intention-action gap model for T1,Moderate,No differential conversion rate across arms conditional on stated intention,Early offer improves intention-to-action conversion,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL008,Exploratory heterogeneity,Non-adopters are more responsive to the early offer,η₁ > 0 in interaction model for prior non-adopters × T1,Low to moderate,No significant interaction; effects are uniform across adoption history,Non-adopters are more responsive to the early offer,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level2,level2,benchmark_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated,RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated_CL009,Exploratory,Effects persist beyond the intervention season,Multi-season follow-up data (if available),Depends on data availability,Effects decay to zero in subsequent seasons without repeat intervention,Effects persist beyond the intervention season,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level2_openclaw_RUN_20260527_231632_18_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL001,Causal (randomized),C1. Early offer timing increases seasonal input adoption relative to an economically identical late offer.,ITT estimate of \( \beta_{\text{EarlySmall}} - \beta_{\text{LateComparable}} \) from randomized comparison.,High (if the design is implemented as specified and attrition is low),"Failure to reject \( H_0: \beta_{\text{EarlySmall}} = \beta_{\text{LateComparable}} \). If adoption in the two arms is statistically indistinguishable, timing does not matter, and procrastination is not the operative mechanism.",**C1.** Early offer timing increases seasonal input adoption relative to an economically identical late offer.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL002,Causal (randomized),C2. The timing effect is not driven solely by reminders or salience.,"ITT estimate of \( \beta_{\text{EarlySmall}} - \beta_{\text{ReminderOnly}} > 0 \). The Reminder-Only arm receives contact at both time points, absorbing salience effects.",High,"If \( \beta_{\text{EarlySmall}} \approx \beta_{\text{ReminderOnly}} \), the economic offer adds nothing beyond contact, and salience (not timing or price) drives any adoption gains.",**C2.** The timing effect is not driven solely by reminders or salience.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL003,Mechanism inference (reduced-form pattern),C3. The pattern of adoption across arms is consistent with procrastination/present bias.,Joint test: \( \beta_{\text{EarlySmall}} > \beta_{\text{LateComparable}} \) AND \( \beta_{\text{LateComparable}} \approx \beta_{\text{ReminderOnly}} \) AND stated intentions at early offer exceed actual adoption in late arms.,Moderate,"If \( \beta_{\text{EarlySmall}} \approx \beta_{\text{LateComparable}} \) OR \( \beta_{\text{LateComparable}} > \beta_{\text{ReminderOnly}} \), the data favor price sensitivity or some other mechanism. Additional behavioral data (e.g., stated intentions, time preference measures) would strengthen or weaken the mechanism claim.",**C3.** The pattern of adoption across arms is consistent with procrastination/present bias.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL004,Descriptive comparison,C4. The early-small offer can partially substitute for a late large subsidy.,"ITT estimate of \( \beta_{\text{EarlySmall}} - \beta_{\text{LateLarge}} \). If this difference is small or statistically insignificant, the early-small offer achieves comparable adoption at lower cost.",Moderate,"If \( \beta_{\text{LateLarge}} \) is substantially and significantly larger than \( \beta_{\text{EarlySmall}} \), large subsidies remain necessary for meaningful adoption gains, and the timing channel alone is insufficient.",**C4.** The early-small offer can partially substitute for a late large subsidy.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL005,Mechanism inference (design-based),C5. Static liquidity constraints do not explain the adoption pattern.,Common income timing across arms. EarlySmall > LateComparable despite late producers having more time to save. This pattern is inconsistent with liquidity constraints driving the results.,Moderate,"If income receipt timing varies substantially across producers, or if producers face large unobserved liquidity shocks between early and late periods, this inference weakens. A finding that the Early-Small effect is absent among producers with low baseline liquidity would also challenge this claim.",**C5.** Static liquidity constraints do not explain the adoption pattern.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL006,Descriptive heterogeneity,C6. Prior non-adopters are more responsive to the early-small offer than prior adopters.,"Interaction \( \theta_{\text{EarlySmall} \times \text{PriorNonAdopter}} > 0 \). Prior non-adopters are the population on the extensive margin; if procrastination is the barrier, they should benefit most from early timing.",Low (exploratory),"No significant interaction, or the interaction is in the opposite direction.",**C6.** Prior non-adopters are more responsive to the early-small offer than prior adopters.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL007,Descriptive (stated intentions measured post-assignment in some arms),C7. The stated-intention-to-behavior gap is larger in late-offer arms than in the early-offer arm.,Compare the gap between stated intention (measured at the early point for all arms receiving early contact) and actual adoption across arms. A larger gap in Late-Comparable than in Early-Small is a diagnostic of follow-through failure.,Low to moderate,"If the gap is similar across arms, or if stated intentions are low across the board, follow-through failure is not the primary barrier (low baseline demand is).",**C7.** The stated-intention-to-behavior gap is larger in late-offer arms than in the early-offer arm.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL008,Descriptive validation,C8. The design's findings are internally valid (randomization produced comparable groups).,Balance tests on pre-treatment covariates. Falsification test: arm assignment does not predict prior-season adoption.,High (testable),Significant imbalance on pre-treatment characteristics that is not resolved by covariate adjustment.,**C8.** The design's findings are internally valid (randomization produced comparable groups).,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
C010,level3,level3,benchmark_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated,RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated_CL009,Descriptive validation,C9. The results are not driven by differential attrition.,"Attrition rates do not differ significantly across arms, or Lee bounds do not change the qualitative conclusions.",Moderate,Significant differential attrition that changes the sign or significance of the primary contrasts when bounds are applied.,**C9.** The results are not driven by differential attrition.,Claim-Evidence Table,outputs/raw_agent_logs/main/C010_level3_openclaw_RUN_20260527_232025_19_openclaw_deepseekv4pro_isolated.md,extracted_from_claim_evidence_table
