case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,labeler2_judgment,labeler2_error_type,labeler2_severity,labeler2_explanation,annotator_id,notes
C004,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated_CL006,**Not claimable**,"The estimated effect generalizes to other query classes, platforms, or time periods.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260602_223805_02_openclaw_deepseekv4pro_isolated,RUN_20260602_223805_02_openclaw_deepseekv4pro_isolated_CL006,Quantitative robustness check,Unobserved confounding would need to be X times as large as observed controls to eliminate the association,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL005,Sensitivity Analysis,The observed association is robust to reasonable unobserved confounding,partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL006,Causal,Reducing paid-search availability causes a change in downstream purchases,unsupported,Unsupported Claim,critical,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL001,Descriptive,C1. Paid-search availability and downstream sales are associated (direction and magnitude to be estimated from data).,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL003,Descriptive,C3. The association between paid-search availability and sales varies descriptively across user-history segments.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL004,Causal,C4. Paid-search suspension causes a change in downstream sales.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL006,Causal heterogeneity,C6. The effect of paid-search differs causally between less active and already active users.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL007,Methodological,C7. Pre-trend tests validate a causal interpretation of post-suspension sales changes.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL008,Institutional / descriptive,C8. The manager's suspension decision is correlated with expected future demand (as stated in the packet).,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL001,Descriptive association,"Paid-search availability is associated with [positive/negative/null] partial correlation with downstream sales after conditioning on market FE, time FE, lagged sales, and market characteristics.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL002,Descriptive pattern,Markets where managers reduced paid search had systematically different pre-change sales trajectories compared to markets where paid search was maintained.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive association with double-confounding caveat,The partial association between paid-search availability and sales differs in magnitude (and possibly sign) between less-active and already-active user segments.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL004,Sensitivity diagnostic,The observed partial correlation is fragile to unobserved confounding of plausible magnitude.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL005,Methodological conclusion,"No credible causal effect of paid-search availability on downstream sales can be identified from the available data, because manager discretion introduces selection on forward-looking, unobserved demand expectations that is fatal to all standard identification strategies.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL006,Methodological recommendation,The strongest defensible empirical approach under the perturbed condition is a descriptive panel analysis with explicit disclaimers of causal interpretation.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,Factual (packet-stated),"C1. Paid-search availability is endogenously assigned: campaign managers choose which markets to reduce or suspend based on operational judgments, expected demand, or budget considerations",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,Methodological recommendation,"C3. The strongest defensible analysis is a descriptive panel FE regression with Oster-bounds sensitivity, with all claims explicitly associational",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL005,Conditional prediction about analysis results,C5. Any observed association between paid-search availability and sales is sensitive to unobserved confounding from manager demand expectations,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL006,Logical implication of design,C6. User-segment heterogeneity estimates confound treatment effect heterogeneity with endogenous compositional change,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL007,Structural interpretation,"C7. Paid-organic substitution attenuates the ITT on total sales toward zero, regardless of whether paid search has a true causal effect on marginal users",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL009,Logical implication of sensitivity analysis,C9. Sensitivity bounds that include zero effect imply the data cannot distinguish between a true causal relationship and pure selection bias,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL005,Causal,The ITT estimate is an unbiased estimate of the causal effect of campaign eligibility,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL009,External validity,Results generalize to other campaigns or platforms,unsupported,Unsupported Claim,major,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL010,Descriptive / Assumption,Observed covariates capture all confounding (observational designs),unsupported,Unsupported Claim,critical,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL001,Causal (ITT),Campaign assignment caused a change in downstream conversions of magnitude \(\tau_{\text{ITT}}\),supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL006,Diagnostic,Spillover effects are negligible,partially_supported,Overclaim,minor,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL008,Robustness,Results are robust to the choice of attribution window,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL009,Descriptive,The complier subpopulation is demographically and behaviorally similar to the full eligible population,partially_supported,Overclaim,minor,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL010,Partial validation,The exclusion restriction is approximately satisfied,unsupported,Unsupported Claim,major,The packet requires discussing exclusion-risk from optimization; it does not support a positive statement that the exclusion restriction approximately holds.,codex_second_pass,task21 second-pass stratified sample
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL008,Diagnostic,The effect of campaign assignment is not driven by non-ad platform changes (exclusion restriction holds),partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL008,Logical / Design-based,The data do not support a causal claim about ad lift.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL002,**Causal with strong assumptions**,Actual ad exposure had a causal effect on conversions for compliers (LATE),contradicted,Contradiction,critical,Second-pass review agrees that the claim conflicts with an explicit case constraint or variant change.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL003,**Descriptive**,"The LATE estimate applies to a specific, identifiable subpopulation",unsupported,Unsupported Claim,major,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL007,**Speculative**,Results generalize to other campaigns or platforms,unsupported,Unsupported Claim,minor,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL001,Causal (ITT),Campaign assignment/eligibility causally affects downstream conversion outcomes.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL002,Causal (first-stage),The effect of campaign assignment operates partly through actual ad exposure.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL003,Causal (LATE) with **heavy caveats**,The causal effect of actual ad exposure on outcomes among compliers is approximately \(\hat{\tau}_{\text{LATE}}\).,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL004,Descriptive association,Actual ad exposure is positively associated with conversions after controlling for observables.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL005,Descriptive trend,Users' outcomes changed after first ad exposure relative to their pre-exposure baseline.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL007,Supporting / diagnostic,No interference between assignment groups (SUTVA).,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL001,Causal (ITT),Campaign assignment has a causal effect on downstream conversions equal to the ITT.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL002,Logical necessity,The causal effect of actual ad exposure on downstream conversions is not identified under the perturbed condition.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive decomposition,The ITT is attenuated relative to the treatment-on-treated effect by the compliance rate.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL004,Descriptive / external validity,Naive comparisons of exposed vs. unexposed users within the treated group overstate ad effects.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL005,Predictive / external validity,PIE-calibrated predictions improve budget allocation relative to naive observational methods.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL007,Methodological,"The perturbed condition is a binding constraint, not a minor data limitation.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,**Causal** (ITT of assignment),C1. Campaign assignment has a causal effect on downstream conversions of magnitude \(\hat{\text{ITT}}\) (or: no detectable effect).,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL002,**Descriptive**,"C2. Treated-arm compliance rate is \(\hat{\pi}_c\); exposed users differ from unexposed users on baseline characteristics X, Y, Z within the treated arm.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,**Descriptive** (no causal interpretation),C4. Platform delivery allocation is concentrated on users with high baseline engagement; the within-arm exposure-outcome gradient is positive and statistically significant.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL004,**Meta-claim** (about identifiability),C5. The ATE of actual ad exposure on conversions cannot be point-identified from the available data; credible causal claims are limited to the effect of campaign assignment.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL005,**Interpretive** (about data pattern meaning),"C6. If the ITT is null but the within-arm exposure-outcome gradient is positive and significant, the contrast reflects platform selection confounding, not evidence that ""ads work when people see them.""",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL002,**Mechanism** (mediating),The effect operates through price salience rather than actual price changes,partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL003,**Descriptive association**,Effects are larger for products with larger hidden charges,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL008,**Descriptive dynamic pattern**,The effect persists beyond the immediate intervention week,unsupported,Unsupported Claim,minor,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C008,level2,level2,openclaw,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL001,Causal (under assumptions A1–A7),Making add-on charges visible at the point of choice reduces (or changes) quantity demanded for treated products.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,level2,level2,openclaw,benchmark_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated,RUN_20260527_230420_15_openclaw_deepseekv4pro_isolated_CL009,Causal mechanism (partial),"The effect reflects the visibility display, not contemporaneous promotions.",partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C008,level3,level3,openclaw,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL004,Diagnostic,The estimated effect is not driven by differential selection of treated categories.,supported,none,,"Given the way the claim is phrased as a diagnostic target rather than a proven truth, it is acceptable as part of the proposed validation plan.",codex_second_pass,task21 second-pass stratified sample
C008,level3,level3,openclaw,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL005,Descriptive / correlational,Substitution or attention spillover to untreated products exists.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,level3,level3,openclaw,benchmark_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated,RUN_20260527_230906_16_openclaw_deepseekv4pro_isolated_CL007,Robustness,The estimated effect is not driven by a few outlier categories or time periods.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL002,**Causal (mechanism)**,The demand response reflects salience rather than an actual price change.,unsupported,Unsupported Claim,critical,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C008,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL004,**Partial identification**,The DiD estimate provides a lower bound on the salience effect.,unsupported,Unsupported Claim,major,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C008,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated,RUN_20260527_231251_17_openclaw_deepseekv4pro_isolated_CL007,**Robustness**,The effect is not an artifact of the chosen time window.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL001,Descriptive association,C1. Demand for treated product categories changed after the display-change intervention compared to the pre-intervention period.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL002,Quasi-causal (heavily caveated),C2. The post-intervention demand change for treated categories differs from the concurrent demand change for untreated categories within the same store.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL003,Suggestive pattern (not causal),"C3. The demand change is larger for categories with higher add-on charges, consistent with a salience mechanism.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C008,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1_CL004,Descriptive association,"C4. The demand change cannot be fully explained by contemporaneous changes in actual prices, discounts, or promotional intensity.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
