case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,final_label,final_error_type,final_severity,adjudicator_id,adjudication_notes
C004,level2,level2,openclaw,benchmark_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated_CL003,Mechanism,Paid search primarily substitutes for other channels among active users,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level2,level2,openclaw,benchmark_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated_CL004,Measurement,Attribution systems overstate campaign value,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level2,level2,openclaw,benchmark_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated_CL005,Descriptive/Heterogeneity,Average effect masks meaningful heterogeneity,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level2,level2,openclaw,benchmark_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated_CL006,Diagnostic,Treated and untreated markets were on parallel pre-trends,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level2,level2,openclaw,benchmark_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated_CL007,Robustness,The effect is not driven by a single market,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level2,level2,openclaw,benchmark_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated,RUN_20260527_223351_08_openclaw_deepseekv4pro_isolated_CL008,Descriptive dynamics,Treatment effects persist (or decay) over the campaign window,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level3,level3,openclaw,benchmark_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated_CL001,Causal (under parallel trends),Paid search availability causes a change in aggregate downstream purchases of magnitude β,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level3,level3,openclaw,benchmark_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated_CL002,Descriptive heterogeneity; suggestive of mechanism,The aggregate effect masks heterogeneous effects across user segments,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level3,level3,openclaw,benchmark_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated_CL003,Descriptive pattern; suggestive of discovery mechanism,Effects for low-familiarity users are larger than for active users,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,level3,level3,openclaw,benchmark_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated_CL004,Mechanism inference; not causally identified,Observed effects for active users reflect route substitution rather than demand creation,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,level3,level3,openclaw,benchmark_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated_CL005,Descriptive summary of evidence pattern,"Paid search is not uniformly ""effective"" or ""ineffective""",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,level3,level3,openclaw,benchmark_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated_CL006,Descriptive (external validity limitation),"The estimated effect is specific to the studied firm, markets, and time period",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,level3,level3,openclaw,benchmark_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated,RUN_20260527_223821_09_openclaw_deepseekv4pro_isolated_CL007,Causal if market-level estimate is valid; comparison requires both metrics,Individual-level click-to-conversion metrics overstate the causal effect of paid search,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL001,Descriptive / Associational,Paid-search availability is associated with downstream purchases in the expected direction,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL002,Descriptive / Associational,The association between paid-search availability and purchases differs across user-history segments,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL003,Diagnostic / Descriptive,Pre-existing trends do not differ between treated and untreated markets on observables,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL004,Diagnostic / Descriptive,Treated and untreated markets are balanced on observable pre-period characteristics after matching/weighting,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL005,Sensitivity Analysis,The observed association is robust to reasonable unobserved confounding,partially_supported,Overclaim,major,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated,RUN_20260527_224310_10_openclaw_deepseekv4pro_isolated_CL006,Causal,Reducing paid-search availability causes a change in downstream purchases,unsupported,Unsupported Claim,critical,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL001,Descriptive,C1. Paid-search availability and downstream sales are associated (direction and magnitude to be estimated from data).,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL002,Descriptive,C2. Suspended markets differ from active markets on observable pre-period characteristics.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL003,Descriptive,C3. The association between paid-search availability and sales varies descriptively across user-history segments.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL004,Causal,C4. Paid-search suspension causes a change in downstream sales.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL005,Causal / Structural,C5. Paid-search generates incremental purchases rather than intercepting existing demand.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL006,Causal heterogeneity,C6. The effect of paid-search differs causally between less active and already active users.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL007,Methodological,C7. Pre-trend tests validate a causal interpretation of post-suspension sales changes.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1_CL008,Institutional / descriptive,C8. The manager's suspension decision is correlated with expected future demand (as stated in the packet).,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL001,Descriptive association,"Paid-search availability is associated with [positive/negative/null] partial correlation with downstream sales after conditioning on market FE, time FE, lagged sales, and market characteristics.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL002,Descriptive pattern,Markets where managers reduced paid search had systematically different pre-change sales trajectories compared to markets where paid search was maintained.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive association with double-confounding caveat,The partial association between paid-search availability and sales differs in magnitude (and possibly sign) between less-active and already-active user segments.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL004,Sensitivity diagnostic,The observed partial correlation is fragile to unobserved confounding of plausible magnitude.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL005,Methodological conclusion,"No credible causal effect of paid-search availability on downstream sales can be identified from the available data, because manager discretion introduces selection on forward-looking, unobserved demand expectations that is fatal to all standard identification strategies.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_143245_03_openclaw_deepseekv4pro_researchagentv2search_CL006,Methodological recommendation,The strongest defensible empirical approach under the perturbed condition is a descriptive panel analysis with explicit disclaimers of causal interpretation.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,Factual (packet-stated),"C1. Paid-search availability is endogenously assigned: campaign managers choose which markets to reduce or suspend based on operational judgments, expected demand, or budget considerations",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL002,Synthesis of design constraints and methodological literature,C2. Credible causal identification is not possible under manager-chosen assignment with the described data,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,Methodological recommendation,"C3. The strongest defensible analysis is a descriptive panel FE regression with Oster-bounds sensitivity, with all claims explicitly associational",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL004,Methodological classification,"C4. The three causal candidates (Staggered DiD, Synthetic Control, Event Study) are useful as diagnostic appendices but cannot support causal claims",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL005,Conditional prediction about analysis results,C5. Any observed association between paid-search availability and sales is sensitive to unobserved confounding from manager demand expectations,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL006,Logical implication of design,C6. User-segment heterogeneity estimates confound treatment effect heterogeneity with endogenous compositional change,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL007,Structural interpretation,"C7. Paid-organic substitution attenuates the ITT on total sales toward zero, regardless of whether paid search has a true causal effect on marginal users",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL008,Structural interpretation,"C8. Geographic and channel-level spillover biases between-market comparisons, with the sign and magnitude of bias depending on the spatial structure of substitution",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL009,Logical implication of sensitivity analysis,C9. Sensitivity bounds that include zero effect imply the data cannot distinguish between a true causal relationship and pure selection bias,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C004,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_002747_03_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL010,Recommendation,"C10. Additional data (platform-side auction data, manager decision protocols, exogenous cost shocks, channel-specific traffic data) would be required to recover credible causal identification",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL001,Causal / Design,Campaign eligibility (Z) is independent of potential outcomes,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL002,Statistical / Mechanism,Campaign eligibility increases ad exposure probability,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL003,Causal / Assumption,Assignment affects outcomes only through exposure (exclusion restriction),supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL004,Causal / Assumption,Platform delivery is monotonic in assignment (no defiers),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL005,Causal,The ITT estimate is an unbiased estimate of the causal effect of campaign eligibility,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL006,Causal,The LATE estimate is the causal effect of exposure for compliers,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL007,Descriptive / Diagnostic,Naive exposed-vs-unexposed comparison overstates ad effectiveness,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL008,Statistical,Campaign effect is concentrated within the primary attribution window,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL009,External validity,Results generalize to other campaigns or platforms,unsupported,Unsupported Claim,major,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated_CL010,Descriptive / Assumption,Observed covariates capture all confounding (observational designs),unsupported,Unsupported Claim,critical,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL001,Causal (ITT),Campaign assignment caused a change in downstream conversions of magnitude \(\tau_{\text{ITT}}\),supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL002,Causal (CACE),Actual ad exposure caused a change in conversions of magnitude \(\tau_{\text{CACE}}\) among compliers,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL003,Descriptive / Mechanism,The platform's delivery algorithm selects users with higher baseline conversion propensity,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL004,Descriptive heterogeneity (ITT); suggestive for CACE,The treatment effect is larger for high-activity users than low-activity users,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL005,Diagnostic,Exposure measurement error is non-differential by assignment,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL006,Diagnostic,Spillover effects are negligible,partially_supported,Overclaim,minor,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL007,Falsification,The campaign had no effect on outcomes that should be unrelated to the advertised product,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL008,Robustness,Results are robust to the choice of attribution window,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL009,Descriptive,The complier subpopulation is demographically and behaviorally similar to the full eligible population,partially_supported,Overclaim,minor,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level2,level2,openclaw,benchmark_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated,RUN_20260527_224724_11_openclaw_deepseekv4pro_isolated_CL010,Partial validation,The exclusion restriction is approximately satisfied,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL001,Causal (under randomization of \(Z_i\)),Making users eligible for the campaign changes their conversion behavior (ITT),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL002,Causal (under IV assumptions),Actual ad exposure causes increased conversions among compliers (LATE),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL003,Correlational heterogeneity of a causal estimate,Ad exposure is more effective for high-activity users than low-activity users,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL004,"Causal under stronger assumptions (linearity, monotonicity across frequency levels)",Additional impressions (beyond the first) have diminishing returns,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL005,Descriptive (but highly informative),Platform delivery optimization creates positive selection into exposure,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL006,"Descriptive (causal within each window, but comparison across windows is descriptive)",The campaign's effect persists beyond the immediate attribution window,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL007,Diagnostic,The measured ad effect is not driven by differential tracking quality,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,level3,level3,openclaw,benchmark_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated,RUN_20260527_225055_12_openclaw_deepseekv4pro_isolated_CL008,Diagnostic,The effect of campaign assignment is not driven by non-ad platform changes (exclusion restriction holds),partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL001,Descriptive,Exposed users have a higher raw conversion rate than unexposed users.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL002,Descriptive,Exposed and unexposed users differ systematically on observable pre-campaign covariates.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL003,Descriptive,"Observable covariate differences account for part, but not necessarily all, of the raw conversion gap.",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL004,Bound / Sensitivity,The adjusted associational difference could be entirely explained by unobserved confounding of plausible magnitude.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL005,Descriptive,The campaign is associated with larger conversion differences in some subgroups than others.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL006,Diagnostic,Pre-campaign conversion rates differ between would-be-exposed and would-be-unexposed users.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL007,Interpretive / Inferential,The associational difference is not caused solely by the ad; algorithmic selection is a substantial contributor.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated,RUN_20260527_225838_14_openclaw_deepseekv4pro_isolated_CL008,Logical / Design-based,The data do not support a causal claim about ad lift.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
