case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,cited_evidence,confidence,what_would_falsify_this_claim,raw_output_file,human_judgment,error_type,severity,explanation,annotator_id,notes
C010,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated,RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated_CL007,Interpretive / synthetic,C7. Procrastination is the primary mechanism driving the timing effect.,"Combined evidence from ITT, intention-action gap, and time-preference heterogeneity",Low,Similar adoption rates across arms; similar intention-action gaps; or no heterogeneity by measured present-bias,outputs/raw_agent_logs/main/C010_perturbed_openclaw_RUN_20260527_232448_20_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,critical,"The perturbed case makes later offers anticipated in advance, so claiming procrastination is the primary mechanism reuses the weakened base interpretation too aggressively.",codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL001,Causal,Formal oversight reduces independently measured leakage relative to control.,ITT estimate \(\hat{\beta}_1\) from primary specification.,High (if randomized),\(\hat{\beta}_1\) not significantly different from zero; confidence interval excludes economically meaningful negative values.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL002,Causal,Community monitoring reduces independently measured leakage relative to control.,ITT estimate \(\hat{\beta}_2\) from primary specification.,High (if randomized),\(\hat{\beta}_2\) not significantly different from zero; confidence interval excludes economically meaningful negative values.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL003,Causal,Formal oversight and community monitoring have different effects.,Test of \(H_0: \beta_1 = \beta_2\).,Medium–High,Failure to reject equality; wide confidence intervals on the difference that span both zero and economically meaningful values in either direction.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL004,Mechanism (descriptive),Administrative records overstate the effect of monitoring relative to independent measurement.,Comparison of \(\hat{\beta}\) from administrative-outcome specification vs. independent-outcome specification.,Medium,The two sets of coefficients are statistically indistinguishable in magnitude and direction.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim stays within a descriptive or bounded interpretation that is consistent with the packet and the case-specific gold reference.,codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL005,Mechanism (descriptive),Community monitoring effects are larger where baseline information asymmetries are greater.,Interaction of treatment with baseline literacy or prior project experience.,Low–Medium,No significant interaction; or interaction opposite to predicted direction.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"The packet supports mechanism heterogeneity discussion, but not a strong conclusion that community-monitoring effects are larger precisely because of baseline information asymmetries.",codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL006,Descriptive,Leakage exists in the absence of additional monitoring.,Mean leakage rate in the control group.,Medium,"Control-group mean leakage not significantly different from zero (may reflect genuine honesty, or measurement failing to detect leakage).",outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim stays within a descriptive or bounded interpretation that is consistent with the packet and the case-specific gold reference.,codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL007,Robustness,Treatment effects are robust to alternative leakage definitions.,Sensitivity analysis using alternative numerators and denominators.,Medium–High,Results flip sign or lose significance under plausible alternative definitions.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL008,Causal (if factorial design),The combined effect of formal oversight and community monitoring differs from the sum of individual effects.,\(\hat{\beta}_3\) from factorial specification (interaction term).,Medium,\(\hat{\beta}_3\) not significantly different from zero; imprecise estimate.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,major,"The base case does not establish a factorial combined-treatment arm, so a causal interaction claim about combined oversight and community monitoring is not supported.",codex_first_pass,task20 first-pass; calibration_set
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL009,Diagnostic,Spillover effects are small enough not to undermine the primary analysis.,Spatial correlation of residuals; comparison of outcomes by distance to nearest treated unit.,Medium,Significant spatial correlation; treatment effects vary systematically with proximity to treated units.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
C014,level2,level2,openclaw,benchmark_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated,RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated_CL010,Diagnostic,Attrition does not drive the results.,Lee bounds; IPW estimates; comparison of baseline characteristics of attritors across arms.,Medium–High,Bounds include zero; IPW estimates differ substantially from primary estimates; differential attrition on leakage-predicting covariates.,outputs/raw_agent_logs/main/C014_level2_openclaw_RUN_20260527_232816_21_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL001,Causal (under random assignment and no spillover).,Assignment to formal oversight reduces independently measured resource leakage relative to control.,"ITT estimate \(\hat{\beta}_1\) from the primary specification, comparing T1 to T0 on independently measured leakage.",High if randomization is successfully implemented and no major violations detected. Moderate if spillover is present.,"(a) \(\hat{\beta}_1 \approx 0\) with tight confidence intervals, or (b) a significant pre-treatment difference in leakage between T1 and T0 on the timing placebo test, or (c) evidence of differential attrition that cannot be bounded away from zero.",outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL002,Causal (under random assignment and no spillover).,Assignment to community monitoring reduces independently measured resource leakage relative to control.,"ITT estimate \(\hat{\beta}_2\) from the primary specification, comparing T2 to T0.",High under same conditions as C1.,"Same falsification conditions as C1, applied to \(\hat{\beta}_2\).",outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL003,Causal (under random assignment and comparable treatment intensity/timing).,Formal oversight and community monitoring differ in effectiveness.,Test of \(H_0: \beta_1 = \beta_2\) from the primary specification.,"Moderate: even if the difference is precisely estimated, attributing it to mechanisms rather than differences in implementation intensity requires auxiliary evidence.",Failure to reject \(H_0: \beta_1 = \beta_2\) with adequate power. Power analysis should determine whether the design can detect policy-meaningful differences.,outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL004,"Mechanism (suggestive, not definitive).",Formal oversight reduces leakage primarily by deterring diversion (not merely by improving reporting).,"Comparison of treatment effects on independently measured leakage vs. officially reported leakage. If \(\hat{\beta}_1\) is similar or larger for the independent measure than for the official measure, this supports the deterrence interpretation. If \(\hat{\beta}_1\) is significant for the official measure but not the independent measure, this supports the reporting-manipulation interpretation.","Low to moderate: this test distinguishes reporting effects from real effects but does not directly test deterrence vs. other real-effect channels (e.g., fear of community complaints triggered by audit announcements).","A significant \(\hat{\beta}_1\) on officially reported leakage accompanied by a near-zero \(\hat{\beta}_1\) on independently measured leakage would suggest that formal oversight primarily changes reporting, not behavior.",outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"Independent measurement helps distinguish reporting from real effects, but the packet does not support a definitive deterrence interpretation over all other real-behavior channels.",codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL005,"Mechanism (suggestive, not definitive).",Community monitoring reduces leakage through increased beneficiary information and voice.,"Heterogeneity analysis: larger effects in communities with higher baseline collective action capacity, higher meeting attendance, or more complaints filed. Process evidence linking complaints to official responses.",Low: heterogeneity by collective action capacity is an observational comparison (capacity is not randomly assigned). Process evidence is descriptive.,"Null heterogeneity by collective action capacity, or community monitoring effects that are driven entirely by communities where no meetings actually occurred (suggesting the announcement, not participation, is the active ingredient).",outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"Community-voice heterogeneity is plausible, but the packet supports it as suggestive process evidence rather than a cleanly identified mechanism.",codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL006,Descriptive/diagnostic.,Officials substitute corruption from measured to unmeasured dimensions when monitoring is introduced.,"Negative within-project correlation between treatment effects on different leakage dimensions (e.g., materials leakage falls but quality shortcuts increase). Sentinel indicators flag implausible patterns.","Low: substitution into measured dimensions can be detected, but substitution into unmeasured dimensions cannot. Absence of evidence of substitution within measured dimensions does not imply absence of substitution overall.",Positive treatment effects on one leakage dimension combined with negative effects on another would be *consistent* with substitution but does not prove it. Direct evidence of substitution would require measuring all relevant corruption channels — which the design cannot do by construction.,outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,major,"The gold reference explicitly says total substitution into unmeasured corruption channels cannot be observed by construction, so a positive substitution claim is too strong.",codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL007,Diagnostic (descriptive).,Spillover from treated to control projects attenuates the estimated treatment effects.,"Significant coefficient on spillover exposure in the control-group regression, or systematic variation in control-group outcomes across clusters with different treatment densities.",Low to moderate: spillover tests have limited power and require sufficient variation in exposure within the control group.,Failure to detect spillover does not prove its absence (the test may lack power). Detection of spillover confirms its presence but the magnitude is estimated with uncertainty.,outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,minor,"The design can test for spillover attenuation, but it cannot treat attenuation as established without actual supporting estimates.",codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL008,Diagnostic.,The estimated treatment effects are not driven by differential attrition.,Non-significant difference in measurement success rates across treatment arms. Lee bounds that exclude zero for the estimated treatment effects.,"Moderate: if attrition is low and balanced, this claim is well-supported. If attrition is high or differential, Lee bounds may be wide and the claim is less certain.","Significant difference in measurement success rates across arms, or Lee bounds that include zero.",outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL009,Diagnostic.,Pre-existing differences between treatment arms do not explain the results.,Balance checks on baseline covariates show no significant differences. Omnibus F-test from multinomial logit of treatment arm on baseline covariates is non-significant.,High under successful randomization with adequate N.,Significant imbalance on covariates predictive of the outcome. This can be partially addressed by covariate adjustment but raises concerns about unobserved imbalance.,outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
C014,level3,level3,openclaw,benchmark_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated,RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated_CL010,Descriptive/interpretive.,The estimated effects apply to the study population and program but may not generalize to other contexts.,"The design is internally valid (if randomized) but externally valid only to the extent that the study context is representative. The packet withholds country and program details, so external validity cannot be assessed from the available information.","Not applicable: this is a limitation, not a testable claim.",Not testable within this study design. Replication in other contexts would be needed to assess external validity.,outputs/raw_agent_logs/main/C014_level3_openclaw_RUN_20260527_233158_22_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim stays within a descriptive or bounded interpretation that is consistent with the packet and the case-specific gold reference.,codex_first_pass,task20 first-pass
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL001,Causal (on reported outcome),Monitoring assignment causes a change in officially reported expenditures.,ITT estimates from randomized experiment; administrative expenditure reports.,High (internal validity),Failure of baseline balance; evidence of differential attrition; evidence of systematic data manipulation by arm.,outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL002,Causal (on true outcome),The change in reported expenditures reflects a change in true resource leakage.,None (no independent measurement available).,**Not credible**,N/A — claim cannot be evaluated with available data.,outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,contradicted,Contradiction,critical,"The perturbed variant removes independent outcome measurement, so official-record changes cannot be interpreted as true changes in corruption or leakage.",codex_first_pass,task20 first-pass; calibration_set
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL003,Causal comparison (on reported outcome),Formal oversight produces different reported outcomes than community monitoring.,ITT estimates; test of β̂₁ − β̂₂.,Moderate,Same as Claim 1. Additionally: differential compliance rates or spillover patterns that confound the comparison.,outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL004,Causal comparison (on true outcome),The difference between formal and community monitoring reflects differential effectiveness at reducing true corruption.,None.,**Not credible**,N/A — cannot be evaluated.,outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,contradicted,Contradiction,critical,"Without an independent outcome, formal-versus-community differences can still be causal for reported outcomes, but not for true corruption reduction.",codex_first_pass,task20 first-pass
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL005,Causal (on reporting quality),Monitoring reduces reporting anomalies in administrative data.,"ITT on Benford deviations, inconsistency scores, or other anomaly indices.",Moderate,"If anomaly measures are poorly constructed or have low power. Anomaly indices are suggestive diagnostics, not definitive measures of reporting manipulation.",outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL006,Correlational/diagnostic,Reporting-channel effects are likely to be small relative to real-behavior effects (or vice versa).,"Diagnostic analyses (Benford, within-report consistency, timing patterns, variance effects).",Low,Cannot be falsified with available data; diagnostic patterns can be consistent with either channel.,outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,major,The perturbed data do not justify concluding whether reporting-channel effects are small or large relative to real-behavior effects.,codex_first_pass,task20 first-pass
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL007,Cost-effectiveness (on reported outcomes),The intervention generates net social benefits exceeding its costs.,Cost of monitoring intervention vs. change in reported expenditures.,Low,"If the monitoring intervention itself is costly and reported savings are small. Even if reported savings are large, they may be entirely artifactual.",outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,major,Cost-effectiveness on reported outcomes is not the benchmark estimand and is too strong given the missing independent corruption outcome.,codex_first_pass,task20 first-pass
C014,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated,RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated_CL008,Correlational,Spillover effects on nearby unmonitored projects are minimal.,Spatial spillover tests; proximity-to-treatment analyses.,Moderate,Significant spatial gradients in reported outcomes by distance to treated projects.,outputs/raw_agent_logs/main/C014_perturbed_openclaw_RUN_20260527_233717_23_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,minor,"Minimal spillovers may be a desired diagnostic, but the perturbed packet does not support asserting they are negligible.",codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL001,Causal (if randomized); Descriptive association (if not),Targeted information reduces objective adverse outcomes relative to generic curriculum alone,\(\hat{\beta}\) from primary specification with school-level clustered SEs,High (randomized); Medium (descriptive),"\(\hat{\beta} \approx 0\) with tight confidence intervals; or placebo outcome test shows similar ""effect""",outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim stays within a descriptive or bounded interpretation that is consistent with the packet and the case-specific gold reference.,codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL002,Mechanism inference (pattern-based),Effect operates through safer partner choice,\(\hat{\beta}_p \neq 0\) and \(\hat{\beta}_a \approx 0\) and \(\hat{\beta} < 0\),Medium,\(\hat{\beta}_p \approx 0\); or \(\hat{\beta} < 0\) but self-reported partner profiles unchanged,outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"Partner-choice change is one plausible channel, but the packet does not support treating it as the uniquely identified mechanism.",codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL003,Mechanism inference (pattern-based),Effect operates through increased protection,"\(\hat{\beta}_c > 0\) and \(\hat{\beta} < 0\) and \(\hat{\beta}_a \approx 0\), \(\hat{\beta}_p \approx 0\)",Medium,\(\hat{\beta}_c \approx 0\); or \(\hat{\beta} \approx 0\) despite \(\hat{\beta}_c > 0\) (suggesting reporting artifact),outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"Protective behavior may contribute, but the packet supports this only as a pattern-based mechanism rather than a definitive channel claim.",codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL004,Mechanism inference (pattern-based),Effect operates through reduced activity,\(\hat{\beta}_a < 0\) and \(\hat{\beta} < 0\),Medium,\(\hat{\beta}_a \approx 0\); or objective and self-reported effects diverge,outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"Reduced activity is a possible mechanism, but the packet does not support isolating it cleanly from other behavioral responses.",codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL005,Diagnostic (internal consistency),"Self-reported changes reflect reporting artifacts, not behavior",\(\hat{\beta} \approx 0\) but \(\hat{\beta}_a \neq 0\) or \(\hat{\beta}_c \neq 0\) or \(\hat{\beta}_p \neq 0\),Medium–High (if overlapping sample); Medium (if non-overlapping),Objective and self-reported effects are concordant in sign and magnitude,outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,critical,"The packet warns that self-reports can be noisy, but it does not support affirmatively concluding they are reporting artifacts rather than behavior.",codex_first_pass,task20 first-pass; calibration_set
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL006,Speculation,Generic curriculum alone has negligible effects,Cannot be tested without a no-information control,Low,Would require a pure control group; cannot be falsified with available data,outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,major,Treating the generic curriculum effect as negligible is speculation beyond what the packet and gold reference warrant.,codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL007,Cannot be claimed,Results generalize to other schools/regions,No external-validation data available,N/A,N/A (not a testable claim within the study design),outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,supported,none,,"The gold reference explicitly treats this as outside the defensible claim set, so the agent is correctly flagging a prohibited claim rather than asserting it.",codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL008,Descriptive heterogeneity analysis,Treatment effects are homogeneous across student subgroups,"Interaction terms ≈ 0 across sex, baseline risk, and schooling status",Low (underpowered),Significant interaction terms; qualitative differences in subgroup patterns,outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,major,The packet does not support claiming homogeneous treatment effects across all student subgroups.,codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL009,Diagnostic (SUTVA check),Spillover is negligible,Spillover gradient ≈ 0 when comparing proximal vs. distal generic-only schools,Low (underpowered with few schools),Significant spillover gradient; or qualitative evidence of cross-school information diffusion,outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,minor,"The design can check spillovers, but it cannot establish that spillover is negligible from packet information alone.",codex_first_pass,task20 first-pass
C016,level2,level2,openclaw,benchmark_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated,RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated_CL010,Diagnostic,Attrition does not bias results,Attrition rates balanced across conditions; Lee bounds do not include zero under worst-case assumptions,Medium,Differential attrition by condition; Lee bounds cross zero,outputs/raw_agent_logs/main/C016_level2_openclaw_RUN_20260527_234026_24_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
