run_id,case_id,variant_id,level,agent_name,agent_variant,model,model_provider,openclaw_build_or_version,temperature,top_p,max_tokens,seed,tools_enabled,closed_book,channel,timestamp,input_file,raw_output_file,status,contamination_status,contamination_reason,notes
RUN_20260528_001055_31_openclaw_deepseekv4pro_isolated,C020,level2,level2,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-28T00:10:55+0800,benchmark/cases/C020_price_ending_field_experiment/agent_task_level2.md,outputs/raw_agent_logs/main/C020_level2_openclaw_RUN_20260528_001055_31_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260528_001414_32_openclaw_deepseekv4pro_isolated,C020,level3,level3,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-28T00:14:14+0800,benchmark/cases/C020_price_ending_field_experiment/agent_task_level3.md,outputs/raw_agent_logs/main/C020_level3_openclaw_RUN_20260528_001414_32_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260528_001721_33_openclaw_deepseekv4pro_isolated,C020,perturbed,perturbed,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-28T00:17:21+0800,benchmark/cases/C020_price_ending_field_experiment/agent_task_perturbed.md,outputs/raw_agent_logs/main/C020_perturbed_openclaw_RUN_20260528_001721_33_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260528_002016_34_openclaw_deepseekv4pro_isolated,C020,no_solution,no_solution,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-28T00:20:16+0800,benchmark/cases/C020_price_ending_field_experiment/agent_task_no_solution.md,outputs/raw_agent_logs/main/C020_no_solution_openclaw_RUN_20260528_002016_34_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260528_173940_01_openclaw_deepseekv4pro_isolated,C001,perturbed,perturbed,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-28T17:39:40+0800,benchmark/cases/C001_charitable_giving/agent_task_perturbed.md,outputs/raw_agent_logs/main/C001_perturbed_openclaw_RUN_20260528_173940_01_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260528_174342_02_openclaw_deepseekv4pro_isolated,C001,no_solution,no_solution,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-28T17:43:42+0800,benchmark/cases/C001_charitable_giving/agent_task_no_solution.md,outputs/raw_agent_logs/main/C001_no_solution_openclaw_RUN_20260528_174342_02_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_112246_01_openclaw_deepseekv4pro_isolated,C001,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:22:46+0800,benchmark/cases/C001_charitable_giving/agent_task_level1.md,outputs/raw_agent_logs/main/C001_level1_openclaw_RUN_20260529_112246_01_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated,C002,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:26:54+0800,benchmark/cases/C002_consumer_credit/agent_task_level1.md,outputs/raw_agent_logs/main/C002_level1_openclaw_RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated,C004,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:30:15+0800,benchmark/cases/C004_paid_search_effectiveness/agent_task_level1.md,outputs/raw_agent_logs/main/C004_level1_openclaw_RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated,C005,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:33:39+0800,benchmark/cases/C005_online_ad_measurement/agent_task_level1.md,outputs/raw_agent_logs/main/C005_level1_openclaw_RUN_20260529_113339_04_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,C008,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:35:57+0800,benchmark/cases/C008_retail_tax_salience/agent_task_level1.md,outputs/raw_agent_logs/main/C008_level1_openclaw_RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated,C010,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:37:58+0800,benchmark/cases/C010_fertilizer_present_bias/agent_task_level1.md,outputs/raw_agent_logs/main/C010_level1_openclaw_RUN_20260529_113758_06_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated,C014,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:41:15+0800,benchmark/cases/C014_corruption_monitoring/agent_task_level1.md,outputs/raw_agent_logs/main/C014_level1_openclaw_RUN_20260529_114115_07_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_114423_08_openclaw_deepseekv4pro_isolated,C016,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:44:23+0800,benchmark/cases/C016_hiv_risk_information/agent_task_level1.md,outputs/raw_agent_logs/main/C016_level1_openclaw_RUN_20260529_114423_08_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,C019,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:48:07+0800,benchmark/cases/C019_in_store_travel_distance/agent_task_level1.md,outputs/raw_agent_logs/main/C019_level1_openclaw_RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260529_115127_10_openclaw_deepseekv4pro_isolated,C020,level1,level1,openclaw,benchmark_isolated,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-29T11:51:27+0800,benchmark/cases/C020_price_ending_field_experiment/agent_task_level1.md,outputs/raw_agent_logs/main/C020_level1_openclaw_RUN_20260529_115127_10_openclaw_deepseekv4pro_isolated.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,C001,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T16:42:50+08:00,benchmark/cases/C001_charitable_giving/agent_task_perturbed.md,outputs/raw_agent_logs/main/C001_perturbed__research_agent_v1__RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,C002,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T16:53:12+08:00,benchmark/cases/C002_consumer_credit/agent_task_perturbed.md,outputs/raw_agent_logs/main/C002_perturbed__research_agent_v1__RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1,C004,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:00:02+08:00,benchmark/cases/C004_paid_search_effectiveness/agent_task_perturbed.md,outputs/raw_agent_logs/main/C004_perturbed__research_agent_v1__RUN_20260531_165312_03_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,C005,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:07:47+08:00,benchmark/cases/C005_online_ad_measurement/agent_task_perturbed.md,outputs/raw_agent_logs/main/C005_perturbed__research_agent_v1__RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1,C008,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:15:14+08:00,benchmark/cases/C008_retail_tax_salience/agent_task_perturbed.md,outputs/raw_agent_logs/main/C008_perturbed__research_agent_v1__RUN_20260531_170747_05_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1,C010,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:22:57+08:00,benchmark/cases/C010_fertilizer_present_bias/agent_task_perturbed.md,outputs/raw_agent_logs/main/C010_perturbed__research_agent_v1__RUN_20260531_171514_06_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_172257_07_openclaw_deepseekv4pro_researchagentv1,C014,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:31:57+08:00,benchmark/cases/C014_corruption_monitoring/agent_task_perturbed.md,outputs/raw_agent_logs/main/C014_perturbed__research_agent_v1__RUN_20260531_172257_07_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,C016,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:40:04+08:00,benchmark/cases/C016_hiv_risk_information/agent_task_perturbed.md,outputs/raw_agent_logs/main/C016_perturbed__research_agent_v1__RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,C019,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:48:15+08:00,benchmark/cases/C019_in_store_travel_distance/agent_task_perturbed.md,outputs/raw_agent_logs/main/C019_perturbed__research_agent_v1__RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
RUN_20260531_174815_10_openclaw_deepseekv4pro_researchagentv1,C020,perturbed,perturbed,openclaw,research_agent_v1,deepseek-v4-pro,deepseek,2026.5.5,not_supported,not_supported,not_supported,not_supported,locally_isolated_remote_tool_enabled,false,cli,2026-05-31T17:56:25+08:00,benchmark/cases/C020_price_ending_field_experiment/agent_task_perturbed.md,outputs/raw_agent_logs/main/C020_perturbed__research_agent_v1__RUN_20260531_174815_10_openclaw_deepseekv4pro_researchagentv1.md,success,unknown,pending manual content review; actual tool use=none,batch runner; timeout=1800; thinking=high; local-file-isolated; actual tool use=none; stderr captured
